2026-05-07 12:22:45 | INFO | __main__:main:57 | Framework startup | run_id=run_20260507_122225 | log_file=C:\Users\DeepakRaj\OneDrive - PiOne Technologies LLP\Documents\2026_auto_test\automation_framework\logs\run_20260507_122225.log | base_url=https://pione.zentri.cloud
2026-05-07 12:23:07 | INFO | __main__:main:62 | Login started
2026-05-07 12:23:08 | WARNING | automation_framework.crawler.login_handler:login:56 | Standard username detection failed; switching to discovery mode
2026-05-07 12:23:09 | INFO | automation_framework.crawler.login_handler:_discover_username_field:140 | Discovery mode: 3 total input element(s) found
2026-05-07 12:23:09 | INFO | automation_framework.crawler.login_handler:_discover_username_field:156 |   Discovery input 0: type='email' placeholder='admin@company.com' name='email' id='email'
2026-05-07 12:23:09 | INFO | automation_framework.crawler.login_handler:_discover_username_field:179 |     → score=20 selector=input[name="email"]
2026-05-07 12:23:09 | INFO | automation_framework.crawler.login_handler:_discover_username_field:156 |   Discovery input 1: type='password' placeholder='••••••••' name='password' id='password'
2026-05-07 12:23:09 | INFO | automation_framework.crawler.login_handler:_discover_username_field:156 |   Discovery input 2: type='checkbox' placeholder='' name='' id=''
2026-05-07 12:23:09 | INFO | automation_framework.crawler.login_handler:_discover_username_field:181 | Discovery mode: 3 visible input(s), 1 candidate(s)
2026-05-07 12:23:09 | INFO | automation_framework.crawler.login_handler:login:62 | Username field detected using discovery=input[name="email"]
2026-05-07 12:23:09 | INFO | automation_framework.crawler.login_handler:login:69 | Password field detected using input[type="password"]
2026-05-07 12:23:09 | INFO | automation_framework.crawler.login_handler:login:80 | Login button detected using role=button[name~="sign in"]
2026-05-07 12:23:09 | INFO | automation_framework.crawler.login_handler:_wait_for_login_success:378 | Login confirmed: URL left login page → https://pione.zentri.cloud/dashboard
2026-05-07 12:23:10 | INFO | __main__:main:65 | Login successful
2026-05-07 12:23:10 | INFO | __main__:main:67 | Current URL after login: https://pione.zentri.cloud/dashboard
2026-05-07 12:23:10 | INFO | __main__:main:71 | Expanding navigation if needed
2026-05-07 12:23:10 | INFO | automation_framework.crawler.navigation_expander:ensure_navigation_expanded:28 | Sidebar navigation detected
2026-05-07 12:23:10 | INFO | automation_framework.crawler.navigation_expander:ensure_navigation_expanded:31 | Sidebar navigation already expanded
2026-05-07 12:23:10 | INFO | __main__:main:74 | Crawler execution started
2026-05-07 12:23:10 | INFO | automation_framework.crawler.ui_wait_engine:wait_for_ui_stability:25 | Waiting for UI stability on page: https://pione.zentri.cloud/dashboard
2026-05-07 12:23:20 | WARNING | automation_framework.crawler.ui_wait_engine:_wait_for_loaders_to_disappear:48 | Loader timeout during UI stabilization
2026-05-07 12:23:21 | INFO | automation_framework.crawler.crawler_engine:_scan_route:209 | Scanning route: https://pione.zentri.cloud/dashboard (menu: dashboard)
2026-05-07 12:23:21 | INFO | automation_framework.engine.ui_intelligence_engine:build_ui_intelligence:150 | Building UI intelligence for route: https://pione.zentri.cloud/dashboard
2026-05-07 12:23:23 | INFO | automation_framework.crawler.hidden_navigation_explorer:_explore_recursive:69 | Deep exploration depth=0: 2 candidate triggers
2026-05-07 12:23:23 | INFO | automation_framework.crawler.hidden_navigation_explorer:_explore_recursive:101 | Deep exploration: state change detected after clicking '9+'
2026-05-07 12:23:23 | INFO | automation_framework.crawler.crawler_engine:on_state_change:254 | Deep exploration scanning sub-state of https://pione.zentri.cloud/dashboard: dashboard > 9+
2026-05-07 12:23:23 | INFO | automation_framework.engine.ui_intelligence_engine:build_ui_intelligence:150 | Building UI intelligence for route: https://pione.zentri.cloud/dashboard
