2026-05-07 10:22:16 | INFO | __main__:main:39 | Framework startup | run_id=run_20260507_102159 | log_file=C:\Users\DeepakRaj\OneDrive - PiOne Technologies LLP\Documents\2026_auto_test\automation_framework\logs\run_20260507_102159.log
2026-05-07 10:22:17 | INFO | __main__:main:42 | Login started
2026-05-07 10:22:19 | INFO | __main__:main:45 | Login successful
2026-05-07 10:22:19 | INFO | __main__:main:47 | Current URL after login: https://catsentinel.rpiinfo.com/live-events
2026-05-07 10:22:19 | INFO | __main__:main:51 | Expanding navigation if needed
2026-05-07 10:22:19 | INFO | automation_framework.crawler.navigation_expander:ensure_navigation_expanded:25 | Sidebar navigation not detected
2026-05-07 10:22:19 | INFO | __main__:main:54 | Crawler execution started
2026-05-07 10:22:19 | INFO | automation_framework.crawler.ui_wait_engine:wait_for_ui_stability:25 | Waiting for UI stability on page: https://catsentinel.rpiinfo.com/live-events
2026-05-07 10:22:21 | INFO | automation_framework.crawler.crawler_engine:_scan_route:144 | Scanning route: https://catsentinel.rpiinfo.com/live-events (menu: home)
2026-05-07 10:22:21 | INFO | automation_framework.engine.ui_intelligence_engine:build_ui_intelligence:132 | Building UI intelligence for route: https://catsentinel.rpiinfo.com/live-events
2026-05-07 10:22:26 | INFO | automation_framework.crawler.crawler_engine:crawl:56 | Discovered 14 menu items to explore
2026-05-07 10:22:26 | INFO | automation_framework.crawler.crawler_engine:_visit_menu_item:118 | Skipping already-visited menu route: Live Events (https://catsentinel.rpiinfo.com/live-events)
2026-05-07 10:22:26 | INFO | automation_framework.crawler.crawler_engine:_visit_menu_item:121 | Visiting menu: CAT History -> https://catsentinel.rpiinfo.com/cat-history
2026-05-07 10:22:28 | INFO | automation_framework.crawler.ui_wait_engine:wait_for_ui_stability:25 | Waiting for UI stability on page: https://catsentinel.rpiinfo.com/cat-history
2026-05-07 10:22:29 | INFO | automation_framework.crawler.crawler_engine:_scan_route:144 | Scanning route: https://catsentinel.rpiinfo.com/cat-history (menu: CAT History)
2026-05-07 10:22:29 | INFO | automation_framework.engine.ui_intelligence_engine:build_ui_intelligence:132 | Building UI intelligence for route: https://catsentinel.rpiinfo.com/cat-history
2026-05-07 10:22:30 | INFO | automation_framework.crawler.crawler_engine:_visit_menu_item:121 | Visiting menu: Risk Map -> https://catsentinel.rpiinfo.com/risk-map
2026-05-07 10:22:32 | INFO | automation_framework.crawler.ui_wait_engine:wait_for_ui_stability:25 | Waiting for UI stability on page: https://catsentinel.rpiinfo.com/risk-map
2026-05-07 10:22:32 | INFO | automation_framework.crawler.crawler_engine:_scan_route:144 | Scanning route: https://catsentinel.rpiinfo.com/risk-map (menu: Risk Map)
2026-05-07 10:22:32 | INFO | automation_framework.engine.ui_intelligence_engine:build_ui_intelligence:132 | Building UI intelligence for route: https://catsentinel.rpiinfo.com/risk-map
2026-05-07 10:22:35 | INFO | automation_framework.crawler.crawler_engine:_visit_menu_item:121 | Visiting menu: Action Queue -> https://catsentinel.rpiinfo.com/action-queue-module
2026-05-07 10:22:36 | INFO | automation_framework.crawler.ui_wait_engine:wait_for_ui_stability:25 | Waiting for UI stability on page: https://catsentinel.rpiinfo.com/action-queue-module
2026-05-07 10:22:46 | WARNING | automation_framework.crawler.ui_wait_engine:_wait_for_loaders_to_disappear:48 | Loader timeout during UI stabilization
2026-05-07 10:22:47 | INFO | automation_framework.crawler.crawler_engine:_scan_route:144 | Scanning route: https://catsentinel.rpiinfo.com/action-queue-module (menu: Action Queue)
2026-05-07 10:22:47 | INFO | automation_framework.engine.ui_intelligence_engine:build_ui_intelligence:132 | Building UI intelligence for route: https://catsentinel.rpiinfo.com/action-queue-module
2026-05-07 10:22:49 | INFO | automation_framework.crawler.crawler_engine:_visit_menu_item:121 | Visiting menu: Microsites -> https://catsentinel.rpiinfo.com/micro-sites
2026-05-07 10:22:50 | INFO | automation_framework.crawler.ui_wait_engine:wait_for_ui_stability:25 | Waiting for UI stability on page: https://catsentinel.rpiinfo.com/micro-sites
2026-05-07 10:22:50 | INFO | automation_framework.crawler.crawler_engine:_scan_route:144 | Scanning route: https://catsentinel.rpiinfo.com/micro-sites (menu: Microsites)
2026-05-07 10:22:50 | INFO | automation_framework.engine.ui_intelligence_engine:build_ui_intelligence:132 | Building UI intelligence for route: https://catsentinel.rpiinfo.com/micro-sites
2026-05-07 10:22:54 | INFO | automation_framework.crawler.crawler_engine:_visit_menu_item:121 | Visiting menu: CAT Event Book -> https://catsentinel.rpiinfo.com/event-book
2026-05-07 10:22:55 | INFO | automation_framework.crawler.ui_wait_engine:wait_for_ui_stability:25 | Waiting for UI stability on page: https://catsentinel.rpiinfo.com/event-book
2026-05-07 10:22:55 | INFO | automation_framework.crawler.crawler_engine:_scan_route:144 | Scanning route: https://catsentinel.rpiinfo.com/event-book (menu: CAT Event Book)
2026-05-07 10:22:55 | INFO | automation_framework.engine.ui_intelligence_engine:build_ui_intelligence:132 | Building UI intelligence for route: https://catsentinel.rpiinfo.com/event-book
