2026-05-07 13:11:24 | INFO | __main__:main:57 | Framework startup | run_id=run_20260507_131054 | log_file=C:\Users\DeepakRaj\OneDrive - PiOne Technologies LLP\Documents\2026_auto_test\automation_framework\logs\run_20260507_131054.log | base_url=https://pione.zentri.cloud/
2026-05-07 13:11:25 | INFO | __main__:main:62 | Login started
2026-05-07 13:11:27 | WARNING | automation_framework.crawler.login_handler:login:56 | Standard username detection failed; switching to discovery mode
2026-05-07 13:11:27 | INFO | automation_framework.crawler.login_handler:_discover_username_field:140 | Discovery mode: 3 total input element(s) found
2026-05-07 13:11:27 | INFO | automation_framework.crawler.login_handler:_discover_username_field:156 |   Discovery input 0: type='email' placeholder='admin@company.com' name='email' id='email'
2026-05-07 13:11:27 | INFO | automation_framework.crawler.login_handler:_discover_username_field:179 |     → score=20 selector=input[name="email"]
2026-05-07 13:11:28 | INFO | automation_framework.crawler.login_handler:_discover_username_field:156 |   Discovery input 1: type='password' placeholder='••••••••' name='password' id='password'
2026-05-07 13:11:28 | INFO | automation_framework.crawler.login_handler:_discover_username_field:156 |   Discovery input 2: type='checkbox' placeholder='' name='' id=''
2026-05-07 13:11:28 | INFO | automation_framework.crawler.login_handler:_discover_username_field:181 | Discovery mode: 3 visible input(s), 1 candidate(s)
2026-05-07 13:11:28 | INFO | automation_framework.crawler.login_handler:login:62 | Username field detected using discovery=input[name="email"]
2026-05-07 13:11:28 | INFO | automation_framework.crawler.login_handler:login:69 | Password field detected using input[type="password"]
2026-05-07 13:11:28 | INFO | automation_framework.crawler.login_handler:login:80 | Login button detected using role=button[name~="sign in"]
2026-05-07 13:11:29 | INFO | automation_framework.crawler.login_handler:_wait_for_login_success:378 | Login confirmed: URL left login page → https://pione.zentri.cloud/dashboard
2026-05-07 13:11:29 | INFO | __main__:main:65 | Login successful
2026-05-07 13:11:29 | INFO | __main__:main:67 | Current URL after login: https://pione.zentri.cloud/dashboard
2026-05-07 13:11:29 | INFO | __main__:main:71 | Expanding navigation if needed
2026-05-07 13:11:29 | INFO | automation_framework.crawler.navigation_expander:ensure_navigation_expanded:28 | Sidebar navigation detected
2026-05-07 13:11:29 | INFO | automation_framework.crawler.navigation_expander:ensure_navigation_expanded:31 | Sidebar navigation already expanded
2026-05-07 13:11:29 | INFO | __main__:main:74 | Crawler execution started
2026-05-07 13:11:29 | INFO | automation_framework.crawler.ui_wait_engine:wait_for_ui_stability:36 | Waiting for UI stability on page: https://pione.zentri.cloud/dashboard
2026-05-07 13:11:31 | WARNING | automation_framework.crawler.ui_wait_engine:_wait_for_loaders_to_disappear:57 | Loader timeout during UI stabilization
2026-05-07 13:11:32 | INFO | automation_framework.crawler.crawler_engine:_scan_route:211 | Scanning route: https://pione.zentri.cloud/dashboard (menu: dashboard)
2026-05-07 13:11:32 | INFO | automation_framework.engine.ui_intelligence_engine:build_ui_intelligence:250 | Building UI intelligence for route: https://pione.zentri.cloud/dashboard
2026-05-07 13:11:32 | INFO | automation_framework.crawler.crawler_engine:_scan_route:240 | Route scan done: https://pione.zentri.cloud/dashboard | 12 targets | 0.09s
2026-05-07 13:11:32 | INFO | automation_framework.crawler.hidden_navigation_explorer:_explore_recursive:92 | Deep exploration depth=0: 2 candidate triggers
2026-05-07 13:11:34 | INFO | automation_framework.crawler.hidden_navigation_explorer:_explore_recursive:133 | Deep exploration: state change detected after clicking '9+'
2026-05-07 13:11:34 | INFO | automation_framework.crawler.crawler_engine:on_state_change:260 | Deep exploration scanning sub-state of https://pione.zentri.cloud/dashboard: dashboard > 9+
2026-05-07 13:11:34 | INFO | automation_framework.engine.ui_intelligence_engine:build_ui_intelligence:250 | Building UI intelligence for route: https://pione.zentri.cloud/dashboard
2026-05-07 13:11:34 | INFO | automation_framework.crawler.hidden_navigation_explorer:_explore_recursive:92 | Deep exploration depth=1: 4 candidate triggers
2026-05-07 13:11:34 | INFO | automation_framework.crawler.hidden_navigation_explorer:_explore_recursive:133 | Deep exploration: state change detected after clicking 'Activity'
2026-05-07 13:11:34 | INFO | automation_framework.crawler.crawler_engine:on_state_change:260 | Deep exploration scanning sub-state of https://pione.zentri.cloud/dashboard: dashboard > Activity
2026-05-07 13:11:34 | INFO | automation_framework.engine.ui_intelligence_engine:build_ui_intelligence:250 | Building UI intelligence for route: https://pione.zentri.cloud/dashboard
2026-05-07 13:11:34 | INFO | automation_framework.crawler.crawler_engine:crawl:78 | Discovered 9 menu items to explore
2026-05-07 13:11:34 | INFO | automation_framework.crawler.crawler_engine:_visit_menu_item:147 | Skipping already-visited menu route: AssetZentri PiOne Technologies (https://pione.zentri.cloud/dashboard)
2026-05-07 13:11:34 | INFO | automation_framework.crawler.crawler_engine:_visit_menu_item:150 | Visiting menu: Assets -> https://pione.zentri.cloud/assets
2026-05-07 13:11:34 | INFO | automation_framework.crawler.ui_wait_engine:wait_for_ui_stability:36 | Waiting for UI stability on page: https://pione.zentri.cloud/assets
2026-05-07 13:11:34 | INFO | automation_framework.crawler.crawler_engine:_scan_route:211 | Scanning route: https://pione.zentri.cloud/assets (menu: Assets)
2026-05-07 13:11:34 | INFO | automation_framework.engine.ui_intelligence_engine:build_ui_intelligence:250 | Building UI intelligence for route: https://pione.zentri.cloud/assets
2026-05-07 13:11:35 | INFO | automation_framework.crawler.crawler_engine:_scan_route:223 | Empty scan on https://pione.zentri.cloud/assets, retrying after domcontentloaded
2026-05-07 13:11:35 | INFO | automation_framework.engine.ui_intelligence_engine:build_ui_intelligence:250 | Building UI intelligence for route: https://pione.zentri.cloud/assets
