2026-05-08 12:27:48 | INFO | api.services.crawler_service:run_scan:43 | [API] Scan started | run_id=run_20260508_122748 | url=https://pione.zentri.cloud/login
2026-05-08 12:27:49 | INFO | api.services.crawler_service:run_scan:57 | [API] Logging in | user=user01@pione.com
2026-05-08 12:27:49 | INFO | automation_framework.crawler.login_handler:login:71 | [login] Navigating to https://pione.zentri.cloud/login
2026-05-08 12:27:51 | INFO | automation_framework.crawler.login_handler:login:77 | [login] Username field selector: input[type="email"]
2026-05-08 12:27:51 | INFO | automation_framework.crawler.login_handler:login:80 | [login] Password field selector: input[type="password"]
2026-05-08 12:27:51 | INFO | automation_framework.crawler.login_handler:login:83 | [login] Submit button selector: form button[type='submit']
2026-05-08 12:27:51 | INFO | automation_framework.crawler.login_handler:login:85 | [login] Filling credentials
2026-05-08 12:27:52 | INFO | automation_framework.crawler.login_handler:login:90 | [login] Submitting form
2026-05-08 12:27:55 | INFO | automation_framework.crawler.login_handler:login:96 | [login] Login successful — current URL: https://pione.zentri.cloud/dashboard
2026-05-08 12:27:55 | INFO | api.services.crawler_service:run_scan:63 | [API] Login successful
2026-05-08 12:27:55 | INFO | automation_framework.crawler.navigation_expander:ensure_navigation_expanded:28 | Sidebar navigation detected
2026-05-08 12:27:55 | INFO | automation_framework.crawler.navigation_expander:ensure_navigation_expanded:31 | Sidebar navigation already expanded
2026-05-08 12:27:55 | INFO | api.services.crawler_service:run_scan:89 | [API] Crawler started
2026-05-08 12:27:55 | INFO | automation_framework.crawler.ui_wait_engine:wait_for_ui_stability:36 | Waiting for UI stability on page: https://pione.zentri.cloud/dashboard
2026-05-08 12:27:57 | WARNING | automation_framework.crawler.ui_wait_engine:_wait_for_loaders_to_disappear:57 | Loader timeout during UI stabilization
2026-05-08 12:27:58 | INFO | automation_framework.crawler.crawler_engine:_scan_route:225 | Scanning route: https://pione.zentri.cloud/dashboard (menu: dashboard)
2026-05-08 12:28:08 | INFO | automation_framework.engine.ui_intelligence_engine:build_ui_intelligence:259 | Building UI intelligence for route: https://pione.zentri.cloud/dashboard
2026-05-08 12:28:08 | INFO | automation_framework.engine.ui_intelligence_engine:build_ui_intelligence:349 | Detected 12 buttons on https://pione.zentri.cloud/dashboard
2026-05-08 12:28:08 | INFO | automation_framework.crawler.crawler_engine:_scan_route:270 | Scan complete: https://pione.zentri.cloud/dashboard | 12 targets | 9.64s
2026-05-08 12:28:08 | INFO | automation_framework.crawler.hidden_navigation_explorer:_explore_recursive:92 | Deep exploration depth=0: 2 candidate triggers
2026-05-08 12:28:08 | INFO | automation_framework.crawler.hidden_navigation_explorer:_explore_recursive:133 | Deep exploration: state change detected after clicking '9+'
2026-05-08 12:28:08 | INFO | automation_framework.crawler.crawler_engine:on_state_change:369 | Deep exploration scanning sub-state of https://pione.zentri.cloud/dashboard: dashboard > 9+
2026-05-08 12:28:08 | INFO | automation_framework.engine.ui_intelligence_engine:build_ui_intelligence:259 | Building UI intelligence for route: https://pione.zentri.cloud/dashboard
2026-05-08 12:28:08 | INFO | automation_framework.crawler.hidden_navigation_explorer:_explore_recursive:92 | Deep exploration depth=1: 4 candidate triggers
2026-05-08 12:28:09 | INFO | automation_framework.crawler.hidden_navigation_explorer:_explore_recursive:133 | Deep exploration: state change detected after clicking 'Activity'
2026-05-08 12:28:09 | INFO | automation_framework.crawler.crawler_engine:on_state_change:369 | Deep exploration scanning sub-state of https://pione.zentri.cloud/dashboard: dashboard > Activity
2026-05-08 12:28:09 | INFO | automation_framework.engine.ui_intelligence_engine:build_ui_intelligence:259 | Building UI intelligence for route: https://pione.zentri.cloud/dashboard
2026-05-08 12:28:09 | INFO | automation_framework.crawler.crawler_engine:crawl:92 | Discovered 9 menu items to explore
2026-05-08 12:28:09 | INFO | automation_framework.crawler.crawler_engine:_visit_menu_item:161 | Skipping already-visited menu route: AssetZentri PiOne Technologies (https://pione.zentri.cloud/dashboard)
2026-05-08 12:28:09 | INFO | automation_framework.crawler.crawler_engine:_visit_menu_item:164 | Visiting menu: Assets -> https://pione.zentri.cloud/assets
2026-05-08 12:28:09 | INFO | automation_framework.crawler.ui_wait_engine:wait_for_ui_stability:36 | Waiting for UI stability on page: https://pione.zentri.cloud/assets
